"Breach_ID","Risk_Score","Industry","Records_Breached","Breach_Date","Breach_Type","Breach_Source","Location","Risk_Severity"
806,5.3,"Healthcare","1,529","2017-07-13","Identity Theft","Malicious Insider","United States","Critical"
807,4.4,"Healthcare","7,000","2018-09-25","Identity Theft","Accidental Loss","United States","Moderate"
808,5.3,"Healthcare","12,331","2017-01-01","Identity Theft","Malicious Outsider","United States","Critical"
809,4.4,"Healthcare","1,424","2018-03-05","Identity Theft","Malicious Outsider","United States","Moderate"
810,5.3,"Healthcare","1,200","2017-09-21","Identity Theft","Malicious Outsider","United States","Critical"
811,4.4,"Healthcare","6,450","2018-10-01","Identity Theft","Accidental Loss","United States","Moderate"
812,5.3,"Healthcare","1,200","2017-07-28","Identity Theft","Malicious Outsider","United States","Critical"
813,4.3,"Healthcare","1,117","2018-10-04","Identity Theft","Malicious Outsider","United States","Moderate"
814,5.3,"Industrial","1,291","2017-01-23","Identity Theft","Malicious Outsider","United States","Critical"
815,4.3,"Healthcare","1,756","2018-03-12","Identity Theft","Malicious Insider","Canada","Moderate"
816,5.3,"Education","10,000","2017-12-27","Identity Theft","Accidental Loss","United States","Critical"
817,4.3,"Healthcare","1,303","2018-06-25","Identity Theft","Malicious Outsider","United States","Moderate"
818,5.3,"Education","1,250","2017-11-09","Identity Theft","Malicious Outsider","United States","Critical"
819,4.3,"Retail","4,500","2018-11-01","Nuisance","Malicious Outsider","Canada","Moderate"
820,5.3,"Healthcare","1,320","2017-03-17","Identity Theft","Malicious Outsider","United States","Critical"
821,4.3,"Healthcare","5,000","2018-11-07","Identity Theft","Accidental Loss","United States","Moderate"
822,5.3,"Non-profit","1,278","2017-01-12","Identity Theft","Malicious Outsider","United States","Critical"
823,4.3,"Other","1,600","2018-11-12","Financial Access","Malicious Outsider","United States","Moderate"
824,5.3,"Healthcare","1,300","2017-07-27","Identity Theft","Malicious Outsider","United States","Critical"
825,4.3,"Government","1,842","2018-02-18","Financial Access","Malicious Outsider","United States","Moderate"
826,5.3,"Healthcare","1,700","2017-06-07","Identity Theft","Malicious Insider","United States","Critical"
827,4.3,"Retail","5,000","2018-12-01","Identity Theft","Lost Device","Singapore","Moderate"
828,5.3,"Healthcare","1,380","2017-12-20","Identity Theft","Malicious Outsider","United States","Critical"
829,4.3,"Education","2,690","2018-05-19","Account Access","Malicious Outsider","United States","Moderate"
830,5.3,"Healthcare","1,551","2017-10-10","Financial Access","Malicious Outsider","United States","Critical"
831,4.3,"Technology","10,200","2018-05-20","Account Access","Accidental Loss","United States","Moderate"
832,5.3,"Industrial","1,200","2017-10-27","Identity Theft","Malicious Outsider","United States","Critical"
833,4.3,"Healthcare","1,165","2018-08-17","Identity Theft","Malicious Outsider","United States","Moderate"
834,5.3,"Healthcare","1,200","2017-11-20","Identity Theft","Malicious Outsider","United States","Critical"
835,4.3,"Healthcare","1,254","2018-05-26","Identity Theft","Malicious Outsider","United States","Moderate"
836,5.3,"Education","1,086","2017-02-28","Existential Data","Malicious Outsider","United States","Critical"
837,4.3,"Retail","1,215","2018-04-30","Identity Theft","Malicious Outsider","United States","Moderate"
838,5.3,"Healthcare","1,200","2017-07-10","Identity Theft","Malicious Outsider","United States","Critical"
839,4.3,"Professional Services","1,246","2018-05-02","Identity Theft","Malicious Outsider","United States","Moderate"
840,5.3,"Healthcare","1,200","2017-05-19","Identity Theft","Malicious Outsider","United States","Critical"
841,4.3,"Healthcare","4,586","2018-01-22","Identity Theft","Accidental Loss","United States","Moderate"
842,5.3,"Healthcare","11,521","2017-10-03","Identity Theft","Malicious Outsider","United States","Critical"
843,4.3,"Other","4,458","2018-09-05","Identity Theft","Lost Device","United States","Moderate"
844,5.3,"Healthcare","1,134","2017-02-10","Identity Theft","Malicious Outsider","United States","Critical"
845,4.3,"Healthcare","2,180","2018-06-01","Financial Access","Malicious Insider","United States","Moderate"
846,5.3,"Retail","18,133","2017-10-26","Financial Access","Malicious Outsider","United States","Critical"
847,4.3,"Education","1,200","2018-04-18","Identity Theft","Malicious Outsider","United States","Moderate"
848,5.3,"Financial","1,200","2017-03-16","Identity Theft","Malicious Outsider","United States","Critical"
849,4.3,"Professional Services","5,500","2018-03-01","Identity Theft","Accidental Loss","Australia","Moderate"
850,5.3,"Healthcare","1,303","2017-11-22","Identity Theft","Malicious Outsider","United States","Critical"
851,4.3,"Healthcare","1,290","2018-06-08","Identity Theft","Malicious Outsider","United States","Moderate"
852,5.3,"Other","11,603","2017-11-29","Identity Theft","Malicious Outsider","United States","Critical"
853,4.3,"Healthcare","1,331","2018-03-01","Identity Theft","Malicious Outsider","United States","Moderate"
854,5.3,"Education","1,300","2017-03-03","Identity Theft","Malicious Outsider","United States","Critical"
855,4.3,"Financial","1,298","2018-03-07","Identity Theft","Malicious Outsider","United States","Moderate"
856,5.2,"Healthcare","1,081","2017-09-16","Identity Theft","Malicious Outsider","United States","Critical"
857,4.2,"Education","3,700","2018-06-15","Identity Theft","Accidental Loss","United States","Moderate"
858,5.2,"Education","1,000","2017-01-27","Identity Theft","Malicious Outsider","United States","Critical"
859,4.2,"Healthcare","3,758","2018-03-13","Identity Theft","Accidental Loss","United States","Moderate"
860,5.2,"Entertainment","8,709","2017-01-16","Identity Theft","Accidental Loss","Australia","Critical"
861,4.2,"Other","4,086","2018-02-08","Identity Theft","Accidental Loss","United States","Moderate"
862,5.2,"Healthcare","10,143","2017-07-03","Identity Theft","Malicious Outsider","United States","Critical"
863,4.2,"Government","4,136","2018-02-09","Identity Theft","Accidental Loss","United States","Moderate"
864,5.2,"Healthcare","955","2017-01-31","Identity Theft","Malicious Outsider","United States","Critical"
865,4.2,"Financial","887","2018-03-28","Identity Theft","Malicious Outsider","United States","Moderate"
866,5.2,"Healthcare","955","2017-01-31","Identity Theft","Malicious Outsider","United States","Critical"
867,4.2,"Other","1,456","2018-03-30","Financial Access","Malicious Outsider","United States","Moderate"
868,5.2,"Healthcare","951","2017-04-14","Identity Theft","Malicious Outsider","United States","Critical"
869,4.2,"Industrial","1,086","2018-05-09","Identity Theft","Malicious Outsider","United States","Moderate"
870,5.2,"Healthcare","1,000","2017-05-27","Identity Theft","Malicious Outsider","Canada","Critical"
871,4.2,"Healthcare","1,050","2018-01-02","Identity Theft","Malicious Outsider","United States","Moderate"
872,5.2,"Retail","1,100","2017-01-31","Identity Theft","Malicious Outsider","United States","Critical"
873,4.2,"Healthcare","1,087","2018-05-15","Identity Theft","Malicious Outsider","United States","Moderate"
874,5.2,"Education","900","2017-03-01","Identity Theft","Malicious Outsider","United States","Critical"
875,4.2,"Healthcare","1,080","2018-11-30","Identity Theft","Malicious Outsider","United States","Moderate"
876,5.2,"Healthcare","1,000","2017-06-01","Identity Theft","Malicious Outsider","United States","Critical"
877,4.2,"Healthcare","1,309","2018-01-08","Identity Theft","Malicious Insider","United States","Moderate"
878,5.2,"Healthcare","902","2017-08-04","Identity Theft","Malicious Outsider","United States","Critical"
879,4.2,"Government","997","2018-12-19","Identity Theft","Malicious Outsider","South Korea","Moderate"
880,5.2,"Education","905","2017-03-20","Identity Theft","Malicious Outsider","United States","Critical"
881,4.2,"Professional Services","963","2018-01-13","Identity Theft","Malicious Outsider","United States","Moderate"
882,5.2,"Healthcare","1,000","2017-11-30","Identity Theft","Malicious Outsider","United States","Critical"
883,4.2,"Government","2,100","2018-04-03","Account Access","Malicious Outsider","Japan","Moderate"
884,5.2,"Healthcare","9,351","2017-10-01","Identity Theft","Malicious Outsider","United States","Critical"
885,4.2,"Healthcare","910","2018-04-06","Identity Theft","Malicious Outsider","United States","Moderate"
886,5.2,"Education","1,000","2017-02-27","Identity Theft","Malicious Outsider","United States","Critical"
887,4.2,"Other","5,500","2018-03-01","Financial Access","Accidental Loss","Australia","Moderate"
888,5.2,"Retail","1,900","2017-11-20","Financial Access","Malicious Insider","United States","Critical"
889,4.2,"Other","5,000","2018-09-09","Financial Access","Accidental Loss","United Kingdom","Moderate"
890,5.2,"Healthcare","887","2017-02-17","Identity Theft","Malicious Outsider","United States","Critical"
891,4.2,"Healthcare","1,216","2018-09-12","Identity Theft","Malicious Insider","United States","Moderate"
892,5.2,"Healthcare","939","2017-10-27","Identity Theft","Malicious Outsider","United States","Critical"
893,4.2,"Healthcare","1,717","2018-01-28","Financial Access","Malicious Insider","United States","Moderate"
894,5.2,"Healthcare","750","2017-02-06","Existential Data","Malicious Outsider","United States","Critical"
895,4.2,"Other","1,087","2018-06-28","Identity Theft","Malicious Outsider","United States","Moderate"
896,5.2,"Government","2,200","2017-01-03","Identity Theft","Malicious Outsider","United States","Critical"
897,4.2,"Retail","1,000","2018-06-04","Identity Theft","Malicious Outsider","France","Moderate"
898,5.2,"Healthcare","836","2017-05-23","Existential Data","Malicious Outsider","United States","Critical"
899,4.2,"Healthcare","1,480","2018-03-08","Identity Theft","Malicious Insider","United States","Moderate"
900,5.2,"Healthcare","1,000","2017-09-22","Identity Theft","Malicious Outsider","United States","Critical"
901,4.2,"Healthcare","1,100","2018-07-01","Identity Theft","Malicious Outsider","United States","Moderate"
902,5.2,"Healthcare","2,036","2017-05-25","Account Access","Malicious Outsider","United States","Critical"
903,4.1,"Industrial","855","2018-03-09","Identity Theft","Malicious Outsider","United States","Moderate"
904,5.2,"Government","9,182","2017-10-01","Identity Theft","Malicious Outsider","United States","Critical"
905,4.1,"Healthcare","3,380","2018-10-02","Identity Theft","Stolen Device","United States","Moderate"
906,5.2,"Healthcare","40,621","2017-10-20","Identity Theft","Accidental Loss","United States","Critical"
907,4.1,"Healthcare","779","2018-02-05","Identity Theft","Malicious Outsider","United States","Moderate"
908,5.2,"Healthcare","1,051","2017-03-23","Identity Theft","Malicious Outsider","United States","Critical"
909,4.1,"Healthcare","3,000","2018-10-10","Identity Theft","Stolen Device","United States","Moderate"
910,5.2,"Healthcare","959","2017-06-23","Identity Theft","Malicious Outsider","Canada","Critical"
911,4.1,"Financial","3,500","2018-05-01","Identity Theft","Accidental Loss","Australia","Moderate"
912,5.2,"Healthcare","9,769","2017-11-21","Identity Theft","Malicious Outsider","United States","Critical"
913,4.1,"Healthcare","3,500","2018-05-01","Identity Theft","Accidental Loss","Australia","Moderate"
914,5.2,"Healthcare","1,090","2017-01-12","Identity Theft","Malicious Outsider","United States","Critical"
915,4.1,"Healthcare","3,453","2018-03-23","Identity Theft","Accidental Loss","United States","Moderate"
916,5.2,"Non-profit","10,981","2017-12-11","Identity Theft","Malicious Outsider","United States","Critical"
917,4.1,"Industrial","861","2018-02-12","Identity Theft","Malicious Outsider","United States","Moderate"
918,5.2,"Healthcare","967","2017-03-20","Identity Theft","Malicious Outsider","United States","Critical"
919,4.1,"Retail","857","2018-03-30","Identity Theft","Malicious Outsider","United States","Moderate"
920,5.1,"Industrial","957","2017-09-21","Identity Theft","Malicious Insider","United Kingdom","Critical"
921,4.1,"healthcare","722","2018-03-30","Identity Theft","Malicious Outsider","United States","Moderate"
922,5.1,"Healthcare","957","2017-09-07","Identity Theft","Malicious Insider","United States","Critical"
923,4.1,"Healthcare","1,000","2018-02-15","Identity Theft","Malicious Insider","United States","Moderate"
924,5.1,"Government","727","2017-03-07","Identity Theft","Malicious Outsider","United States","Critical"
925,4.1,"Financial","3,332","2018-05-07","Identity Theft","Accidental Loss","United States","Moderate"
926,5.1,"Healthcare","808","2017-01-03","Identity Theft","Malicious Outsider","United States","Critical"
927,4.1,"Other","3,000","2018-11-23","Identity Theft","Accidental Loss","United States","Moderate"
928,5.1,"Technology","751","2017-07-17","Identity Theft","Malicious Outsider","United States","Critical"
929,4.1,"Healthcare","800","2018-01-09","Identity Theft","Malicious Outsider","United States","Moderate"
930,5.1,"Financial","6,000","2017-05-09","Identity Theft","Accidental Loss","United States","Critical"
931,4.1,"Healthcare","861","2018-03-15","Identity Theft","Malicious Outsider","United States","Moderate"
932,5.1,"Healthcare","732","2017-03-23","Identity Theft","Malicious Outsider","United States","Critical"
933,4.1,"Other","3,500","2018-04-01","Identity Theft","Accidental Loss","Australia","Moderate"
934,5.1,"Healthcare","842","2017-04-26","Identity Theft","Malicious Outsider","United States","Critical"
935,4.1,"Healthcare","100","2018-01-10","Identity Theft","Malicious Insider","United States","Moderate"
936,5.1,"Healthcare","703","2017-02-17","Identity Theft","Malicious Outsider","United States","Critical"
